Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=
time........=
DataFile....=
Serie.......=
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	1	10001	0	0.627
2	1	8002	0	0.527
3	0	9003	0	1.000
4	0	9004	0	1.000
5	1	10005	0	0.358
6	1	8006	0	0.465
7	1	10007	0	0.389
8	1	10008	0	0.405
9	1	8009	0	0.433
10	0	7010	0	1.000
11	0	7011	0	1.000
12	0	9012	1	1.000
13	0	7013	0	1.000
14	0	9014	0	1.000
15	1	8015	0	0.416
16	1	8016	0	0.429
17	1	8017	0	0.396
18	1	10018	0	0.384
19	0	7019	0	1.000
20	0	7020	0	1.000
21	0	7021	0	1.000
22	1	8022	0	0.444
23	1	10023	0	0.440
24	0	7024	0	0.509
25	1	10025	0	0.410
26	0	7026	0	1.000
27	0	9027	0	1.000
28	1	10028	0	0.420
29	1	10029	0	0.366
30	0	7030	0	1.000
31	1	8031	0	0.391
32	1	10032	0	0.408
33	0	7033	0	1.000
34	1	8034	0	0.436
35	1	8035	0	0.412
36	1	8036	0	0.421
37	1	10037	0	1.000
38	1	10038	0	0.444
39	0	9039	0	1.000
40	1	10040	0	0.406
41	1	8041	0	0.434
42	1	8042	0	0.359
43	1	8043	0	0.379
44	0	7044	0	1.000
45	0	9045	0	1.000
46	0	9046	0	1.000
47	0	9047	0	1.000
48	1	10048	0	0.377
49	1	8049	0	0.397
50	0	7050	0	1.000
51	0	7051	0	1.000
52	1	8052	0	0.373
53	0	7053	0	1.000
54	0	7054	0	1.000
55	1	8055	0	0.370
56	1	10056	0	0.377
57	0	7057	0	1.000
58	0	7058	0	1.000
59	1	10059	0	0.382
60	1	8060	0	0.381
61	1	8061	0	0.366
62	1	8062	0	0.397
63	1	8063	0	0.389
64	1	10064	0	0.359
65	1	8065	0	0.436
66	0	9066	0	1.000
67	0	9067	0	1.000
68	0	7068	0	1.000
69	0	9069	0	1.000
70	0	9070	1	1.000
71	0	9071	0	1.000
72	0	9072	0	1.000
73	1	8073	0	0.359
74	0	9074	0	1.000
75	0	7075	0	1.000
76	0	9076	0	1.000
77	1	10077	0	0.410
78	0	9078	0	1.000
79	1	10079	0	0.417
80	1	10080	0	0.399
81	0	7081	0	1.000
82	0	9082	0	1.000
83	0	9083	0	1.000
84	0	9084	0	1.000
85	0	7085	0	1.000
86	1	10086	0	0.487
87	1	10087	0	1.000
88	0	7088	0	1.000
89	1	10089	0	0.423
90	1	10090	0	0.404
91	1	8091	0	0.508
92	0	9092	0	1.000
93	0	7093	0	1.000
94	0	9094	0	1.000
95	1	10095	0	0.438
96	0	9096	0	1.000
97	0	7097	0	1.000
98	1	8098	0	0.448
99	0	9099	1	1.000
100	0	7100	0	1.000
1	0	9001	0	1.000
2	1	10002	0	0.395
3	0	7003	0	1.000
4	1	10004	0	0.399
5	0	7005	0	1.000
6	1	8006	0	0.384
7	1	10007	0	0.339
8	0	9008	0	1.000
9	1	10009	0	0.440
10	0	7010	0	1.000
11	1	8011	0	0.398
12	1	8012	0	0.415
13	1	10013	0	0.421
14	1	8014	0	0.389
15	1	8015	0	0.370
16	0	9016	0	1.000
17	1	10017	0	0.414
18	0	7018	0	1.000
19	1	10019	0	0.445
20	0	9020	0	1.000
21	1	8021	0	0.348
22	0	7022	0	1.000
23	0	9023	0	1.000
24	0	7024	0	1.000
25	0	7025	0	1.000
26	1	10026	0	0.438
27	1	8027	0	0.397
28	0	7028	0	1.000
29	1	10029	0	0.416
30	1	8030	0	0.423
31	1	8031	0	0.407
32	0	9032	1	1.000
33	0	9033	0	1.000
34	1	8034	0	0.421
35	0	9035	0	1.000
36	0	7036	0	0.401
37	1	8037	0	0.447
38	1	10038	0	0.442
39	1	10039	0	0.725
40	1	10040	0	0.504
41	0	9041	0	1.000
42	1	8042	0	0.513
43	0	7043	0	1.000
44	0	7044	0	1.000
45	1	8045	0	0.426
46	0	9046	0	1.000
47	0	9047	0	1.000
48	0	9048	0	1.000
49	1	10049	0	0.431
50	0	9050	0	1.000
51	1	8051	0	0.432
52	1	8052	0	0.428
53	1	8053	0	0.405
54	1	8054	0	0.414
55	0	7055	0	1.000
56	1	10056	0	0.415
57	0	7057	0	1.000
58	0	9058	0	1.000
59	0	7059	0	1.000
60	1	8060	0	0.445
61	0	7061	0	1.000
62	1	10062	0	0.443
63	1	10063	0	0.466
64	0	9064	0	1.000
65	0	7065	0	1.000
66	0	7066	0	1.000
67	1	10067	0	0.482
68	1	10068	0	0.411
69	0	9069	0	1.000
70	1	10070	0	0.485
71	1	8071	0	0.422
72	1	8072	0	0.396
73	1	8073	0	0.405
74	1	10074	0	0.393
75	0	9075	0	1.000
76	1	10076	0	0.587
77	0	7077	0	1.000
78	1	10078	0	0.451
79	0	7079	0	1.000
80	1	10080	0	0.444
81	1	8081	0	0.445
82	0	9082	0	1.000
83	1	10083	0	0.443
84	0	9084	0	1.000
85	0	7085	0	1.000
86	1	8086	0	0.492
87	0	9087	1	1.000
88	0	7088	0	1.000
89	0	7089	0	1.000
90	0	9090	0	1.000
91	0	9091	0	1.000
92	0	9092	1	1.000
93	1	8093	0	0.420
94	0	9094	0	1.000
95	0	7095	0	1.000
96	0	7096	0	1.000
97	1	10097	0	0.463
98	1	8098	0	0.440
99	0	7099	0	1.000
100	0	9100	0	1.000
1	1	10001	0	0.461
2	0	7002	0	1.000
3	0	7003	0	1.000
4	0	7004	0	1.000
5	1	8005	0	0.352
6	0	9006	0	1.000
7	0	9007	0	1.000
8	0	9008	0	1.000
9	1	10009	0	0.435
10	0	9010	0	1.000
11	0	7011	0	1.000
12	0	9012	0	1.000
13	0	7013	0	1.000
14	0	7014	0	1.000
15	0	7015	0	1.000
16	1	10016	0	0.486
17	1	10017	0	0.427
18	1	10018	0	0.452
19	0	7019	0	1.000
20	0	9020	0	1.000
21	0	7021	0	1.000
22	0	9022	0	1.000
23	0	7023	0	1.000
24	1	8024	0	0.418
25	1	10025	0	0.364
26	0	7026	0	0.431
27	1	8027	0	0.412
28	0	9028	0	1.000
29	1	8029	0	0.451
30	0	7030	0	1.000
31	0	9031	0	1.000
32	1	10032	0	1.000
33	1	10033	0	0.421
34	0	7034	0	0.458
35	1	10035	0	0.453
36	0	9036	0	1.000
37	1	8037	0	0.400
38	1	8038	0	0.360
39	0	9039	0	1.000
40	1	8040	0	0.400
41	1	8041	0	0.444
42	1	8042	0	0.424
43	0	7043	0	1.000
44	1	10044	0	0.403
45	1	8045	0	0.415
46	1	10046	0	0.393
47	0	7047	0	1.000
48	1	10048	0	0.442
49	1	10049	0	1.000
50	0	7050	0	0.400
51	1	10051	0	0.535
52	1	8052	0	0.593
53	0	9053	1	1.000
54	0	9054	0	1.000
55	1	10055	0	0.473
56	1	10056	0	0.456
57	0	7057	0	1.000
58	0	7058	0	1.000
59	0	9059	0	1.000
60	1	8060	0	0.400
61	1	8061	0	0.397
62	0	9062	1	1.000
63	0	7063	0	1.000
64	1	8064	0	0.625
65	1	8065	0	0.447
66	0	9066	0	1.000
67	1	8067	0	0.417
68	1	10068	0	0.444
69	1	8069	0	0.537
