onset	duration	sample	trial_type	response_time	stim_file	value
3.1054687500	n/a	795	stimulus	n/a	n/a	standard
4.1718750000	n/a	1068	stimulus	n/a	n/a	standard
5.1093750000	n/a	1308	stimulus	n/a	n/a	standard
6.1523437500	n/a	1575	stimulus	n/a	n/a	standard
7.1171875000	n/a	1822	stimulus	n/a	n/a	standard
8.1601562500	n/a	2089	stimulus	n/a	n/a	standard
9.1445312500	n/a	2341	stimulus	n/a	n/a	standard
10.1250000000	n/a	2592	stimulus	n/a	n/a	standard
11.1367187500	n/a	2851	stimulus	n/a	n/a	standard
12.1171875000	n/a	3102	stimulus	n/a	n/a	standard
13.1601562500	n/a	3369	stimulus	n/a	n/a	standard
14.1640625000	n/a	3626	stimulus	312	n/a	noise_with_reponse
14.4765625000	n/a	3706	response	n/a	n/a	response
15.1914062500	n/a	3889	stimulus	n/a	n/a	standard
16.1406250000	n/a	4132	stimulus	n/a	n/a	noise
17.1484375000	n/a	4390	stimulus	n/a	n/a	standard
18.1718750000	n/a	4652	stimulus	n/a	n/a	noise
19.1640625000	n/a	4906	stimulus	n/a	n/a	standard
20.1796875000	n/a	5166	stimulus	352	n/a	oddball_with_reponse
20.5312500000	n/a	5256	response	n/a	n/a	response
21.1914062500	n/a	5425	stimulus	n/a	n/a	standard
22.1914062500	n/a	5681	stimulus	n/a	n/a	standard
23.1757812500	n/a	5933	stimulus	n/a	n/a	standard
24.2070312500	n/a	6197	stimulus	n/a	n/a	standard
25.2031250000	n/a	6452	stimulus	n/a	n/a	standard
26.1914062500	n/a	6705	stimulus	434	n/a	oddball_with_reponse
26.6250000000	n/a	6816	response	n/a	n/a	response
27.2187500000	n/a	6968	stimulus	n/a	n/a	standard
28.2421875000	n/a	7230	stimulus	n/a	n/a	standard
29.2500000000	n/a	7488	stimulus	387	n/a	oddball_with_reponse
29.6367187500	n/a	7587	response	n/a	n/a	response
30.2343750000	n/a	7740	stimulus	n/a	n/a	standard
31.2578125000	n/a	8002	stimulus	n/a	n/a	noise
