onset	duration	sample	trial_type	response_time	stim_file	value
4.1523437500	n/a	1063	stimulus	n/a	n/a	standard
5.1640625000	n/a	1322	stimulus	n/a	n/a	standard
6.1796875000	n/a	1582	stimulus	n/a	n/a	standard
7.1796875000	n/a	1838	stimulus	n/a	n/a	standard
8.1796875000	n/a	2094	stimulus	n/a	n/a	standard
9.1718750000	n/a	2348	stimulus	n/a	n/a	standard
10.1679687500	n/a	2603	stimulus	n/a	n/a	standard
11.1914062500	n/a	2865	stimulus	n/a	n/a	standard
12.1914062500	n/a	3121	stimulus	n/a	n/a	standard
13.1835937500	n/a	3375	stimulus	n/a	n/a	standard
14.1875000000	n/a	3632	stimulus	n/a	n/a	standard
15.1914062500	n/a	3889	stimulus	n/a	n/a	noise
16.1914062500	n/a	4145	stimulus	n/a	n/a	standard
17.1757812500	n/a	4397	stimulus	n/a	n/a	standard
18.1914062500	n/a	4657	stimulus	n/a	n/a	standard
19.1796875000	n/a	4910	stimulus	n/a	n/a	standard
20.1992187500	n/a	5171	stimulus	n/a	n/a	noise
21.1835937500	n/a	5423	stimulus	n/a	n/a	standard
22.1835937500	n/a	5679	stimulus	n/a	n/a	standard
23.2382812500	n/a	5949	stimulus	n/a	n/a	noise
24.2226562500	n/a	6201	stimulus	n/a	n/a	standard
25.2500000000	n/a	6464	stimulus	n/a	n/a	standard
26.2148437500	n/a	6711	stimulus	336	n/a	oddball_with_reponse
26.5507812500	n/a	6797	response	n/a	n/a	response
27.2226562500	n/a	6969	stimulus	n/a	n/a	standard
28.2304687500	n/a	7227	stimulus	n/a	n/a	standard
29.2382812500	n/a	7485	stimulus	n/a	n/a	standard
30.2968750000	n/a	7756	stimulus	n/a	n/a	standard
31.2539062500	n/a	8001	stimulus	n/a	n/a	standard
32.2812500000	n/a	8264	stimulus	n/a	n/a	standard
33.2617187500	n/a	8515	stimulus	344	n/a	oddball_with_reponse
33.6054687500	n/a	8603	response	n/a	n/a	response
34.3242187500	n/a	8787	stimulus	n/a	n/a	standard
35.2539062500	n/a	9025	stimulus	n/a	n/a	standard
36.2500000000	n/a	9280	stimulus	n/a	n/a	standard
37.2812500000	n/a	9544	stimulus	309	n/a	oddball_with_reponse
37.5898437500	n/a	9623	response	n/a	n/a	response
38.2421875000	n/a	9790	stimulus	n/a	n/a	standard
39.2617187500	n/a	10051	stimulus	n/a	n/a	standard
40.3125000000	n/a	10320	stimulus	n/a	n/a	noise
41.2812500000	n/a	10568	stimulus	n/a	n/a	standard
42.2968750000	n/a	10828	stimulus	n/a	n/a	standard
43.2734375000	n/a	11078	stimulus	n/a	n/a	standard
44.3125000000	n/a	11344	stimulus	340	n/a	oddball_with_reponse
44.6523437500	n/a	11431	response	n/a	n/a	response
45.2734375000	n/a	11590	stimulus	n/a	n/a	standard
46.3007812500	n/a	11853	stimulus	n/a	n/a	noise
47.3125000000	n/a	12112	stimulus	n/a	n/a	standard
48.3437500000	n/a	12376	stimulus	n/a	n/a	noise
49.3281250000	n/a	12628	stimulus	n/a	n/a	standard
50.3359375000	n/a	12886	stimulus	n/a	n/a	standard
51.3320312500	n/a	13141	stimulus	n/a	n/a	standard
52.3164062500	n/a	13393	stimulus	n/a	n/a	standard
53.3359375000	n/a	13654	stimulus	n/a	n/a	standard
54.3398437500	n/a	13911	stimulus	n/a	n/a	standard
55.3476562500	n/a	14169	stimulus	352	n/a	oddball_with_reponse
55.6992187500	n/a	14259	response	n/a	n/a	response
56.3750000000	n/a	14432	stimulus	n/a	n/a	standard
57.3632812500	n/a	14685	stimulus	504	n/a	oddball_with_reponse
57.8671875000	n/a	14814	response	n/a	n/a	response
58.3593750000	n/a	14940	stimulus	n/a	n/a	standard
59.3906250000	n/a	15204	stimulus	n/a	n/a	standard
60.3789062500	n/a	15457	stimulus	n/a	n/a	standard
61.4218750000	n/a	15724	stimulus	445	n/a	oddball_with_reponse
61.8671875000	n/a	15838	response	n/a	n/a	response
62.4140625000	n/a	15978	stimulus	n/a	n/a	standard
63.3906250000	n/a	16228	stimulus	438	n/a	oddball_with_reponse
63.8281250000	n/a	16340	response	n/a	n/a	response
64.4335937500	n/a	16495	stimulus	n/a	n/a	standard
65.3945312500	n/a	16741	stimulus	n/a	n/a	standard
66.3906250000	n/a	16996	stimulus	n/a	n/a	standard
67.4062500000	n/a	17256	stimulus	n/a	n/a	noise
68.4257812500	n/a	17517	stimulus	n/a	n/a	standard
69.4257812500	n/a	17773	stimulus	n/a	n/a	standard
70.4140625000	n/a	18026	stimulus	n/a	n/a	standard
71.4179687500	n/a	18283	stimulus	n/a	n/a	standard
72.4531250000	n/a	18548	stimulus	n/a	n/a	standard
73.4257812500	n/a	18797	stimulus	n/a	n/a	noise
74.4335937500	n/a	19055	stimulus	n/a	n/a	standard
75.4648437500	n/a	19319	stimulus	n/a	n/a	standard
76.4921875000	n/a	19582	stimulus	n/a	n/a	standard
77.4687500000	n/a	19832	stimulus	n/a	n/a	standard
78.4843750000	n/a	20092	stimulus	n/a	n/a	standard
79.4960937500	n/a	20351	stimulus	n/a	n/a	standard
80.4726562500	n/a	20601	stimulus	n/a	n/a	standard
81.4804687500	n/a	20859	stimulus	395	n/a	oddball_with_reponse
81.8750000000	n/a	20960	response	n/a	n/a	response
82.5039062500	n/a	21121	stimulus	n/a	n/a	standard
83.4648437500	n/a	21367	stimulus	n/a	n/a	standard
84.5195312500	n/a	21637	stimulus	n/a	n/a	standard
85.5078125000	n/a	21890	stimulus	578	n/a	oddball_with_reponse
