onset	duration	sample	trial_type	response_time	stim_file	value
5.7265625000	n/a	1466	stimulus	488	n/a	standard_with_reponse
6.2148437500	n/a	1591	response	n/a	n/a	response
6.3867187500	n/a	1635	stimulus	n/a	n/a	standard
7.3984375000	n/a	1894	stimulus	n/a	n/a	standard
8.5429687500	n/a	2187	stimulus	n/a	n/a	standard
9.3945312500	n/a	2405	stimulus	n/a	n/a	standard
10.4062500000	n/a	2664	stimulus	n/a	n/a	standard
11.4414062500	n/a	2929	stimulus	n/a	n/a	standard
12.4023437500	n/a	3175	stimulus	n/a	n/a	standard
13.4335937500	n/a	3439	stimulus	n/a	n/a	standard
14.4218750000	n/a	3692	stimulus	n/a	n/a	standard
15.4296875000	n/a	3950	stimulus	n/a	n/a	standard
16.4531250000	n/a	4212	stimulus	n/a	n/a	standard
17.4921875000	n/a	4478	stimulus	n/a	n/a	standard
18.4726562500	n/a	4729	stimulus	297	n/a	oddball_with_reponse
18.7695312500	n/a	4805	response	n/a	n/a	response
19.5156250000	n/a	4996	stimulus	n/a	n/a	standard
20.4765625000	n/a	5242	stimulus	270	n/a	oddball_with_reponse
20.7460937500	n/a	5311	response	n/a	n/a	response
21.4921875000	n/a	5502	stimulus	n/a	n/a	standard
22.4804687500	n/a	5755	stimulus	n/a	n/a	standard
23.4843750000	n/a	6012	stimulus	305	n/a	oddball_with_reponse
23.7890625000	n/a	6090	response	n/a	n/a	response
24.4921875000	n/a	6270	stimulus	n/a	n/a	standard
25.5195312500	n/a	6533	stimulus	387	n/a	oddball_with_reponse
25.9062500000	n/a	6632	response	n/a	n/a	response
26.5039062500	n/a	6785	stimulus	n/a	n/a	standard
27.5000000000	n/a	7040	stimulus	227	n/a	oddball_with_reponse
27.7265625000	n/a	7098	response	n/a	n/a	response
28.4921875000	n/a	7294	stimulus	n/a	n/a	standard
29.4921875000	n/a	7550	stimulus	n/a	n/a	standard
30.5273437500	n/a	7815	stimulus	n/a	n/a	standard
31.5429687500	n/a	8075	stimulus	n/a	n/a	standard
32.5273437500	n/a	8327	stimulus	n/a	n/a	standard
33.5000000000	n/a	8576	stimulus	219	n/a	oddball_with_reponse
33.7187500000	n/a	8632	response	n/a	n/a	response
34.5312500000	n/a	8840	stimulus	n/a	n/a	standard
35.5273437500	n/a	9095	stimulus	n/a	n/a	noise
36.5117187500	n/a	9347	stimulus	n/a	n/a	standard
37.5156250000	n/a	9604	stimulus	n/a	n/a	standard
38.5312500000	n/a	9864	stimulus	n/a	n/a	standard
39.5312500000	n/a	10120	stimulus	512	n/a	oddball_with_reponse
40.0429687500	n/a	10251	response	n/a	n/a	response
40.5351562500	n/a	10377	stimulus	n/a	n/a	standard
41.5195312500	n/a	10629	stimulus	n/a	n/a	standard
42.5429687500	n/a	10891	stimulus	492	n/a	oddball_with_reponse
43.0351562500	n/a	11017	response	n/a	n/a	response
43.5351562500	n/a	11145	stimulus	n/a	n/a	standard
44.5742187500	n/a	11411	stimulus	379	n/a	oddball_with_reponse
44.9531250000	n/a	11508	response	n/a	n/a	response
45.5429687500	n/a	11659	stimulus	n/a	n/a	standard
46.5664062500	n/a	11921	stimulus	n/a	n/a	standard
47.5390625000	n/a	12170	stimulus	n/a	n/a	standard
48.5664062500	n/a	12433	stimulus	n/a	n/a	standard
49.6250000000	n/a	12704	stimulus	227	n/a	noise_with_reponse
49.8515625000	n/a	12762	response	n/a	n/a	response
50.6210937500	n/a	12959	stimulus	n/a	n/a	standard
51.6210937500	n/a	13215	stimulus	n/a	n/a	standard
52.5703125000	n/a	13458	stimulus	n/a	n/a	standard
53.6210937500	n/a	13727	stimulus	n/a	n/a	standard
54.6210937500	n/a	13983	stimulus	n/a	n/a	standard
55.5898437500	n/a	14231	stimulus	320	n/a	noise_with_reponse
55.9101562500	n/a	14313	response	n/a	n/a	response
56.6132812500	n/a	14493	stimulus	n/a	n/a	standard
57.6367187500	n/a	14755	stimulus	531	n/a	oddball_with_reponse
58.1679687500	n/a	14891	response	n/a	n/a	response
58.5976562500	n/a	15001	stimulus	n/a	n/a	standard
59.5898437500	n/a	15255	stimulus	395	n/a	oddball_with_reponse
59.9843750000	n/a	15356	response	n/a	n/a	response
60.6289062500	n/a	15521	stimulus	n/a	n/a	standard
61.6015625000	n/a	15770	stimulus	n/a	n/a	standard
62.6367187500	n/a	16035	stimulus	n/a	n/a	noise
63.6562500000	n/a	16296	stimulus	n/a	n/a	standard
64.6562500000	n/a	16552	stimulus	n/a	n/a	noise
65.6328125000	n/a	16802	stimulus	n/a	n/a	standard
66.6406250000	n/a	17060	stimulus	n/a	n/a	standard
67.6601562500	n/a	17321	stimulus	352	n/a	oddball_with_reponse
68.0117187500	n/a	17411	response	n/a	n/a	response
68.6445312500	n/a	17573	stimulus	n/a	n/a	standard
69.6835937500	n/a	17839	stimulus	n/a	n/a	noise
70.6835937500	n/a	18095	stimulus	n/a	n/a	standard
71.7734375000	n/a	18374	stimulus	312	n/a	oddball_with_reponse
72.0859375000	n/a	18454	response	n/a	n/a	response
72.6718750000	n/a	18604	stimulus	n/a	n/a	standard
73.6992187500	n/a	18867	stimulus	n/a	n/a	standard
74.6835937500	n/a	19119	stimulus	316	n/a	oddball_with_reponse
75.0000000000	n/a	19200	response	n/a	n/a	response
75.6992187500	n/a	19379	stimulus	n/a	n/a	standard
76.6992187500	n/a	19635	stimulus	n/a	n/a	noise
77.7578125000	n/a	19906	stimulus	n/a	n/a	standard
78.7421875000	n/a	20158	stimulus	277	n/a	oddball_with_reponse
79.0195312500	n/a	20229	response	n/a	n/a	response
79.7617187500	n/a	20419	stimulus	n/a	n/a	standard
80.7304687500	n/a	20667	stimulus	375	n/a	oddball_with_reponse
81.1054687500	n/a	20763	response	n/a	n/a	response
81.7500000000	n/a	20928	stimulus	n/a	n/a	standard
82.7539062500	n/a	21185	stimulus	n/a	n/a	noise
83.7578125000	n/a	21442	stimulus	n/a	n/a	standard
84.7382812500	n/a	21693	stimulus	n/a	n/a	standard
85.7617187500	n/a	21955	stimulus	n/a	n/a	standard
86.7500000000	n/a	22208	stimulus	n/a	n/a	standard
87.7929687500	n/a	22475	stimulus	n/a	n/a	noise
88.7617187500	n/a	22723	stimulus	n/a	n/a	standard
89.8085937500	n/a	22991	stimulus	n/a	n/a	standard
90.7617187500	n/a	23235	stimulus	n/a	n/a	standard
91.7968750000	n/a	23500	stimulus	n/a	n/a	standard
92.8046875000	n/a	23758	stimulus	n/a	n/a	standard
93.7773437500	n/a	24007	stimulus	316	n/a	noise_with_reponse
94.0937500000	n/a	24088	response	n/a	n/a	response
94.8085937500	n/a	24271	stimulus	n/a	n/a	standard
95.8085937500	n/a	24527	stimulus	598	n/a	oddball_with_reponse
96.4062500000	n/a	24680	response	n/a	n/a	response
96.7812500000	n/a	24776	stimulus	n/a	n/a	standard
97.8007812500	n/a	25037	stimulus	n/a	n/a	noise
98.8242187500	n/a	25299	stimulus	n/a	n/a	standard
99.8085937500	n/a	25551	stimulus	465	n/a	oddball_with_reponse
100.2734375000	n/a	25670	response	n/a	n/a	response
100.8164062500	n/a	25809	stimulus	n/a	n/a	standard
101.8125000000	n/a	26064	stimulus	n/a	n/a	noise
102.8125000000	n/a	26320	stimulus	n/a	n/a	standard
103.8164062500	n/a	26577	stimulus	n/a	n/a	noise
104.8437500000	n/a	26840	stimulus	n/a	n/a	standard
105.8593750000	n/a	27100	stimulus	371	n/a	oddball_with_reponse
106.2304687500	n/a	27195	response	n/a	n/a	response
106.8750000000	n/a	27360	stimulus	n/a	n/a	standard
107.8867187500	n/a	27619	stimulus	n/a	n/a	noise
108.9140625000	n/a	27882	stimulus	n/a	n/a	standard
109.8828125000	n/a	28130	stimulus	535	n/a	oddball_with_reponse
110.4179687500	n/a	28267	response	n/a	n/a	response
110.8906250000	n/a	28388	stimulus	n/a	n/a	standard
111.9648437500	n/a	28663	stimulus	n/a	n/a	standard
112.9023437500	n/a	28903	stimulus	n/a	n/a	noise
113.9843750000	n/a	29180	stimulus	n/a	n/a	standard
114.8867187500	n/a	29411	stimulus	n/a	n/a	noise
115.9023437500	n/a	29671	stimulus	n/a	n/a	standard
116.9179687500	n/a	29931	stimulus	n/a	n/a	noise
117.9414062500	n/a	30193	stimulus	n/a	n/a	standard
118.9609375000	n/a	30454	stimulus	n/a	n/a	standard
119.9375000000	n/a	30704	stimulus	n/a	n/a	noise
120.9804687500	n/a	30971	stimulus	n/a	n/a	standard
121.9570312500	n/a	31221	stimulus	n/a	n/a	standard
123.0039062500	n/a	31489	stimulus	n/a	n/a	standard
124.0351562500	n/a	31753	stimulus	n/a	n/a	standard
125.0507812500	n/a	32013	stimulus	n/a	n/a	standard
126.0351562500	n/a	32265	stimulus	n/a	n/a	standard
127.0156250000	n/a	32516	stimulus	n/a	n/a	standard
128.0859375000	n/a	32790	stimulus	n/a	n/a	standard
129.0664062500	n/a	33041	stimulus	n/a	n/a	standard
130.0625000000	n/a	33296	stimulus	n/a	n/a	noise
131.0742187500	n/a	33555	stimulus	n/a	n/a	standard
132.0742187500	n/a	33811	stimulus	n/a	n/a	standard
133.0664062500	n/a	34065	stimulus	461	n/a	oddball_with_reponse
133.5273437500	n/a	34183	response	n/a	n/a	response
134.0937500000	n/a	34328	stimulus	n/a	n/a	standard
135.0664062500	n/a	34577	stimulus	543	n/a	oddball_with_reponse
135.6093750000	n/a	34716	response	n/a	n/a	response
136.0625000000	n/a	34832	stimulus	n/a	n/a	standard
137.1328125000	n/a	35106	stimulus	n/a	n/a	noise
138.0976562500	n/a	35353	stimulus	n/a	n/a	standard
139.0703125000	n/a	35602	stimulus	n/a	n/a	standard
140.0781250000	n/a	35860	stimulus	n/a	n/a	standard
141.1093750000	n/a	36124	stimulus	n/a	n/a	standard
142.1835937500	n/a	36399	stimulus	n/a	n/a	noise
143.1367187500	n/a	36643	stimulus	n/a	n/a	standard
144.0859375000	n/a	36886	stimulus	n/a	n/a	standard
145.1132812500	n/a	37149	stimulus	n/a	n/a	noise
146.1367187500	n/a	37411	stimulus	n/a	n/a	standard
147.1679687500	n/a	37675	stimulus	309	n/a	oddball_with_reponse
147.4765625000	n/a	37754	response	n/a	n/a	response
148.1523437500	n/a	37927	stimulus	n/a	n/a	standard
149.1796875000	n/a	38190	stimulus	n/a	n/a	noise
150.1953125000	n/a	38450	stimulus	n/a	n/a	standard
151.1523437500	n/a	38695	stimulus	n/a	n/a	standard
152.1835937500	n/a	38959	stimulus	n/a	n/a	standard
153.1796875000	n/a	39214	stimulus	n/a	n/a	standard
154.2265625000	n/a	39482	stimulus	n/a	n/a	noise
155.1679687500	n/a	39723	stimulus	n/a	n/a	standard
156.1796875000	n/a	39982	stimulus	391	n/a	oddball_with_reponse
156.5703125000	n/a	40082	response	n/a	n/a	response
157.2187500000	n/a	40248	stimulus	n/a	n/a	standard
158.1835937500	n/a	40495	stimulus	n/a	n/a	standard
159.1992187500	n/a	40755	stimulus	n/a	n/a	standard
160.2148437500	n/a	41015	stimulus	n/a	n/a	standard
161.1914062500	n/a	41265	stimulus	n/a	n/a	standard
162.1875000000	n/a	41520	stimulus	n/a	n/a	standard
163.1992187500	n/a	41779	stimulus	n/a	n/a	standard
164.2382812500	n/a	42045	stimulus	n/a	n/a	standard
165.2109375000	n/a	42294	stimulus	n/a	n/a	noise
166.2148437500	n/a	42551	stimulus	n/a	n/a	standard
167.2734375000	n/a	42822	stimulus	n/a	n/a	noise
168.2304687500	n/a	43067	stimulus	n/a	n/a	standard
169.2226562500	n/a	43321	stimulus	n/a	n/a	standard
170.2539062500	n/a	43585	stimulus	n/a	n/a	standard
171.2617187500	n/a	43843	stimulus	n/a	n/a	noise
172.2382812500	n/a	44093	stimulus	n/a	n/a	standard
173.2890625000	n/a	44362	stimulus	n/a	n/a	standard
174.2382812500	n/a	44605	stimulus	359	n/a	oddball_with_reponse
174.5976562500	n/a	44697	response	n/a	n/a	response
175.2656250000	n/a	44868	stimulus	n/a	n/a	standard
176.2578125000	n/a	45122	stimulus	n/a	n/a	noise
177.2695312500	n/a	45381	stimulus	n/a	n/a	standard
178.2812500000	n/a	45640	stimulus	n/a	n/a	oddball
179.2812500000	n/a	45896	stimulus	n/a	n/a	standard
180.2968750000	n/a	46156	stimulus	n/a	n/a	standard
181.2812500000	n/a	46408	stimulus	n/a	n/a	standard
182.2929687500	n/a	46667	stimulus	n/a	n/a	standard
183.2890625000	n/a	46922	stimulus	n/a	n/a	standard
184.3242187500	n/a	47187	stimulus	309	n/a	oddball_with_reponse
184.6328125000	n/a	47266	response	n/a	n/a	response
185.2812500000	n/a	47432	stimulus	n/a	n/a	standard
186.3125000000	n/a	47696	stimulus	n/a	n/a	noise
187.3203125000	n/a	47954	stimulus	n/a	n/a	standard
188.3007812500	n/a	48205	stimulus	n/a	n/a	noise
189.3164062500	n/a	48465	stimulus	n/a	n/a	standard
190.3320312500	n/a	48725	stimulus	n/a	n/a	standard
191.3046875000	n/a	48974	stimulus	340	n/a	oddball_with_reponse
191.6445312500	n/a	49061	response	n/a	n/a	response
192.3593750000	n/a	49244	stimulus	n/a	n/a	standard
193.3398437500	n/a	49495	stimulus	402	n/a	oddball_with_reponse
193.7421875000	n/a	49598	response	n/a	n/a	response
