onset	duration	sample	trial_type	response_time	stim_file	value
8.0546875000	n/a	2062	stimulus	n/a	n/a	standard
9.0937500000	n/a	2328	stimulus	n/a	n/a	standard
10.0859375000	n/a	2582	stimulus	n/a	n/a	standard
11.0781250000	n/a	2836	stimulus	n/a	n/a	standard
12.0820312500	n/a	3093	stimulus	n/a	n/a	standard
13.0898437500	n/a	3351	stimulus	n/a	n/a	standard
14.0976562500	n/a	3609	stimulus	n/a	n/a	standard
15.1210937500	n/a	3871	stimulus	n/a	n/a	standard
16.1015625000	n/a	4122	stimulus	n/a	n/a	standard
17.0976562500	n/a	4377	stimulus	324	n/a	oddball_with_reponse
17.4218750000	n/a	4460	response	n/a	n/a	response
18.1171875000	n/a	4638	stimulus	n/a	n/a	standard
19.1132812500	n/a	4893	stimulus	n/a	n/a	standard
20.1132812500	n/a	5149	stimulus	348	n/a	oddball_with_reponse
20.4609375000	n/a	5238	response	n/a	n/a	response
21.1132812500	n/a	5405	stimulus	n/a	n/a	standard
22.1250000000	n/a	5664	stimulus	n/a	n/a	standard
23.1210937500	n/a	5919	stimulus	n/a	n/a	noise
24.1210937500	n/a	6175	stimulus	n/a	n/a	standard
25.1210937500	n/a	6431	stimulus	n/a	n/a	noise
26.1210937500	n/a	6687	stimulus	n/a	n/a	standard
27.1406250000	n/a	6948	stimulus	n/a	n/a	standard
28.1250000000	n/a	7200	stimulus	324	n/a	oddball_with_reponse
28.4492187500	n/a	7283	response	n/a	n/a	response
29.1250000000	n/a	7456	stimulus	n/a	n/a	standard
30.1289062500	n/a	7713	stimulus	418	n/a	oddball_with_reponse
30.5468750000	n/a	7820	response	n/a	n/a	response
31.1289062500	n/a	7969	stimulus	n/a	n/a	standard
32.1289062500	n/a	8225	stimulus	n/a	n/a	standard
33.1718750000	n/a	8492	stimulus	n/a	n/a	standard
34.1328125000	n/a	8738	stimulus	410	n/a	oddball_with_reponse
34.5429687500	n/a	8843	response	n/a	n/a	response
35.1328125000	n/a	8994	stimulus	n/a	n/a	standard
36.1367187500	n/a	9251	stimulus	n/a	n/a	standard
37.1875000000	n/a	9520	stimulus	n/a	n/a	standard
38.1367187500	n/a	9763	stimulus	n/a	n/a	standard
39.1367187500	n/a	10019	stimulus	273	n/a	oddball_with_reponse
39.4101562500	n/a	10089	response	n/a	n/a	response
40.1992187500	n/a	10291	stimulus	n/a	n/a	standard
41.1601562500	n/a	10537	stimulus	n/a	n/a	standard
42.1953125000	n/a	10802	stimulus	n/a	n/a	noise
43.1992187500	n/a	11059	stimulus	n/a	n/a	standard
44.1992187500	n/a	11315	stimulus	320	n/a	oddball_with_reponse
44.5195312500	n/a	11397	response	n/a	n/a	response
45.2265625000	n/a	11578	stimulus	n/a	n/a	standard
46.2226562500	n/a	11833	stimulus	316	n/a	oddball_with_reponse
46.5390625000	n/a	11914	response	n/a	n/a	response
47.2382812500	n/a	12093	stimulus	n/a	n/a	standard
48.2812500000	n/a	12360	stimulus	n/a	n/a	standard
49.2109375000	n/a	12598	stimulus	n/a	n/a	noise
50.2343750000	n/a	12860	stimulus	n/a	n/a	standard
51.2265625000	n/a	13114	stimulus	336	n/a	oddball_with_reponse
51.5625000000	n/a	13200	response	n/a	n/a	response
52.3164062500	n/a	13393	stimulus	n/a	n/a	standard
53.2890625000	n/a	13642	stimulus	590	n/a	oddball_with_reponse
