onset	duration	sample	trial_type	response_time	stim_file	value
3.3515625000	n/a	858	stimulus	n/a	n/a	standard
4.3476562500	n/a	1113	stimulus	n/a	n/a	standard
5.3554687500	n/a	1371	stimulus	n/a	n/a	standard
6.3750000000	n/a	1632	stimulus	n/a	n/a	standard
7.4375000000	n/a	1904	stimulus	n/a	n/a	standard
8.4453125000	n/a	2162	stimulus	n/a	n/a	standard
9.3984375000	n/a	2406	stimulus	n/a	n/a	standard
10.3984375000	n/a	2662	stimulus	n/a	n/a	standard
11.4101562500	n/a	2921	stimulus	n/a	n/a	standard
12.4531250000	n/a	3188	stimulus	n/a	n/a	standard
13.4179687500	n/a	3435	stimulus	n/a	n/a	standard
14.4765625000	n/a	3706	stimulus	617	n/a	oddball_with_reponse
15.0937500000	n/a	3864	response	n/a	n/a	response
15.4960937500	n/a	3967	stimulus	n/a	n/a	standard
16.4687500000	n/a	4216	stimulus	n/a	n/a	noise
17.4453125000	n/a	4466	stimulus	n/a	n/a	standard
18.4492187500	n/a	4723	stimulus	n/a	n/a	standard
19.4648437500	n/a	4983	stimulus	n/a	n/a	standard
20.4726562500	n/a	5241	stimulus	n/a	n/a	noise
21.4726562500	n/a	5497	stimulus	n/a	n/a	standard
22.4765625000	n/a	5754	stimulus	566	n/a	oddball_with_reponse
23.0429687500	n/a	5899	response	n/a	n/a	response
23.4921875000	n/a	6014	stimulus	n/a	n/a	standard
24.4960937500	n/a	6271	stimulus	n/a	n/a	standard
25.4804687500	n/a	6523	stimulus	n/a	n/a	noise
26.4843750000	n/a	6780	stimulus	n/a	n/a	standard
27.4960937500	n/a	7039	stimulus	n/a	n/a	noise
28.4960937500	n/a	7295	stimulus	n/a	n/a	standard
29.4765625000	n/a	7546	stimulus	n/a	n/a	noise
30.5234375000	n/a	7814	stimulus	n/a	n/a	standard
31.5000000000	n/a	8064	stimulus	n/a	n/a	noise
32.5000000000	n/a	8320	stimulus	n/a	n/a	standard
33.5273437500	n/a	8583	stimulus	516	n/a	oddball_with_reponse
34.0429687500	n/a	8715	response	n/a	n/a	response
34.5195312500	n/a	8837	stimulus	n/a	n/a	standard
35.5937500000	n/a	9112	stimulus	n/a	n/a	standard
36.5585937500	n/a	9359	stimulus	n/a	n/a	standard
37.5937500000	n/a	9624	stimulus	n/a	n/a	standard
38.6054687500	n/a	9883	stimulus	n/a	n/a	standard
39.5703125000	n/a	10130	stimulus	n/a	n/a	noise
40.5898437500	n/a	10391	stimulus	n/a	n/a	standard
41.6132812500	n/a	10653	stimulus	n/a	n/a	standard
42.6210937500	n/a	10911	stimulus	535	n/a	oddball_with_reponse
43.1562500000	n/a	11048	response	n/a	n/a	response
43.5976562500	n/a	11161	stimulus	n/a	n/a	standard
44.6210937500	n/a	11423	stimulus	n/a	n/a	standard
45.6250000000	n/a	11680	stimulus	426	n/a	oddball_with_reponse
46.0507812500	n/a	11789	response	n/a	n/a	response
46.6640625000	n/a	11946	stimulus	n/a	n/a	standard
47.6250000000	n/a	12192	stimulus	n/a	n/a	noise
48.6289062500	n/a	12449	stimulus	n/a	n/a	standard
49.6132812500	n/a	12701	stimulus	n/a	n/a	standard
50.6289062500	n/a	12961	stimulus	n/a	n/a	standard
51.6523437500	n/a	13223	stimulus	n/a	n/a	standard
52.6718750000	n/a	13484	stimulus	n/a	n/a	standard
53.6953125000	n/a	13746	stimulus	422	n/a	oddball_with_reponse
54.1171875000	n/a	13854	response	n/a	n/a	response
54.6953125000	n/a	14002	stimulus	n/a	n/a	standard
55.6875000000	n/a	14256	stimulus	n/a	n/a	standard
56.6406250000	n/a	14500	stimulus	488	n/a	oddball_with_reponse
57.1289062500	n/a	14625	response	n/a	n/a	response
57.6601562500	n/a	14761	stimulus	n/a	n/a	standard
58.6875000000	n/a	15024	stimulus	465	n/a	oddball_with_reponse
59.1523437500	n/a	15143	response	n/a	n/a	response
59.7148437500	n/a	15287	stimulus	n/a	n/a	standard
60.7109375000	n/a	15542	stimulus	359	n/a	oddball_with_reponse
61.0703125000	n/a	15634	response	n/a	n/a	response
61.6992187500	n/a	15795	stimulus	n/a	n/a	standard
62.6875000000	n/a	16048	stimulus	n/a	n/a	standard
63.7187500000	n/a	16312	stimulus	n/a	n/a	standard
64.7148437500	n/a	16567	stimulus	n/a	n/a	noise
65.7187500000	n/a	16824	stimulus	n/a	n/a	standard
66.7265625000	n/a	17082	stimulus	n/a	n/a	standard
67.7382812500	n/a	17341	stimulus	n/a	n/a	standard
68.7773437500	n/a	17607	stimulus	n/a	n/a	standard
69.7539062500	n/a	17857	stimulus	n/a	n/a	standard
70.7734375000	n/a	18118	stimulus	n/a	n/a	noise
71.8281250000	n/a	18388	stimulus	n/a	n/a	standard
72.7578125000	n/a	18626	stimulus	n/a	n/a	standard
73.7812500000	n/a	18888	stimulus	n/a	n/a	standard
74.7617187500	n/a	19139	stimulus	n/a	n/a	standard
75.7617187500	n/a	19395	stimulus	n/a	n/a	noise
76.7851562500	n/a	19657	stimulus	n/a	n/a	standard
77.7773437500	n/a	19911	stimulus	n/a	n/a	standard
78.7968750000	n/a	20172	stimulus	n/a	n/a	standard
79.8359375000	n/a	20438	stimulus	586	n/a	oddball_with_reponse
80.4218750000	n/a	20588	response	n/a	n/a	response
80.8125000000	n/a	20688	stimulus	n/a	n/a	standard
81.7812500000	n/a	20936	stimulus	n/a	n/a	standard
82.8046875000	n/a	21198	stimulus	484	n/a	oddball_with_reponse
83.2890625000	n/a	21322	response	n/a	n/a	response
83.8203125000	n/a	21458	stimulus	n/a	n/a	standard
84.8398437500	n/a	21719	stimulus	n/a	n/a	noise
85.8398437500	n/a	21975	stimulus	n/a	n/a	standard
86.7929687500	n/a	22219	stimulus	n/a	n/a	noise
87.8320312500	n/a	22485	stimulus	n/a	n/a	standard
88.8398437500	n/a	22743	stimulus	n/a	n/a	standard
89.8476562500	n/a	23001	stimulus	n/a	n/a	standard
90.8242187500	n/a	23251	stimulus	n/a	n/a	standard
91.8554687500	n/a	23515	stimulus	n/a	n/a	standard
92.8437500000	n/a	23768	stimulus	n/a	n/a	standard
93.8515625000	n/a	24026	stimulus	n/a	n/a	standard
94.8593750000	n/a	24284	stimulus	n/a	n/a	noise
95.8828125000	n/a	24546	stimulus	n/a	n/a	standard
96.8906250000	n/a	24804	stimulus	n/a	n/a	standard
97.8789062500	n/a	25057	stimulus	582	n/a	oddball_with_reponse
98.4609375000	n/a	25206	response	n/a	n/a	response
98.8750000000	n/a	25312	stimulus	n/a	n/a	standard
99.8789062500	n/a	25569	stimulus	n/a	n/a	standard
100.8554687500	n/a	25819	stimulus	n/a	n/a	noise
101.8710937500	n/a	26079	stimulus	n/a	n/a	standard
102.9218750000	n/a	26348	stimulus	n/a	n/a	standard
103.9101562500	n/a	26601	stimulus	n/a	n/a	noise
104.8789062500	n/a	26849	stimulus	n/a	n/a	standard
105.8906250000	n/a	27108	stimulus	n/a	n/a	standard
106.8984375000	n/a	27366	stimulus	n/a	n/a	standard
