onset	duration	sample	trial_type	response_time	stim_file	value
3.8437500000	n/a	984	stimulus	n/a	n/a	standard
4.8203125000	n/a	1234	stimulus	n/a	n/a	standard
5.8320312500	n/a	1493	stimulus	n/a	n/a	standard
6.8085937500	n/a	1743	stimulus	n/a	n/a	standard
7.8125000000	n/a	2000	stimulus	n/a	n/a	standard
8.8281250000	n/a	2260	stimulus	n/a	n/a	standard
9.8554687500	n/a	2523	stimulus	n/a	n/a	standard
10.8750000000	n/a	2784	stimulus	n/a	n/a	standard
11.8828125000	n/a	3042	stimulus	n/a	n/a	standard
12.8867187500	n/a	3299	stimulus	594	n/a	oddball_with_reponse
13.4804687500	n/a	3451	response	n/a	n/a	response
13.8906250000	n/a	3556	stimulus	n/a	n/a	standard
14.8945312500	n/a	3813	stimulus	n/a	n/a	standard
15.8710937500	n/a	4063	stimulus	n/a	n/a	standard
16.8906250000	n/a	4324	stimulus	n/a	n/a	standard
17.8867187500	n/a	4579	stimulus	n/a	n/a	standard
18.9023437500	n/a	4839	stimulus	n/a	n/a	noise
19.9023437500	n/a	5095	stimulus	n/a	n/a	standard
20.9296875000	n/a	5358	stimulus	n/a	n/a	noise
21.9257812500	n/a	5613	stimulus	n/a	n/a	standard
22.9101562500	n/a	5865	stimulus	n/a	n/a	standard
23.9335937500	n/a	6127	stimulus	n/a	n/a	standard
24.9531250000	n/a	6388	stimulus	n/a	n/a	noise
25.9726562500	n/a	6649	stimulus	n/a	n/a	standard
26.9921875000	n/a	6910	stimulus	n/a	n/a	noise
28.0039062500	n/a	7169	stimulus	n/a	n/a	standard
29.0234375000	n/a	7430	stimulus	605	n/a	oddball_with_reponse
29.6289062500	n/a	7585	response	n/a	n/a	response
30.0039062500	n/a	7681	stimulus	n/a	n/a	standard
31.0078125000	n/a	7938	stimulus	n/a	n/a	standard
31.9804687500	n/a	8187	stimulus	n/a	n/a	noise
33.0117187500	n/a	8451	stimulus	n/a	n/a	standard
34.0078125000	n/a	8706	stimulus	n/a	n/a	standard
35.0039062500	n/a	8961	stimulus	547	n/a	oddball_with_reponse
35.5507812500	n/a	9101	response	n/a	n/a	response
36.0078125000	n/a	9218	stimulus	n/a	n/a	standard
37.0390625000	n/a	9482	stimulus	n/a	n/a	noise
38.0117187500	n/a	9731	stimulus	n/a	n/a	standard
39.0429687500	n/a	9995	stimulus	n/a	n/a	standard
40.0351562500	n/a	10249	stimulus	441	n/a	oddball_with_reponse
40.4765625000	n/a	10362	response	n/a	n/a	response
