onset	duration	sample	trial_type	response_time	stim_file	value
7.5117187500	n/a	1923	stimulus	n/a	n/a	standard
8.5351562500	n/a	2185	stimulus	n/a	n/a	standard
9.5195312500	n/a	2437	stimulus	n/a	n/a	standard
10.5195312500	n/a	2693	stimulus	n/a	n/a	standard
11.5507812500	n/a	2957	stimulus	n/a	n/a	standard
12.5351562500	n/a	3209	stimulus	n/a	n/a	standard
13.5234375000	n/a	3462	stimulus	n/a	n/a	standard
14.5234375000	n/a	3718	stimulus	n/a	n/a	standard
15.5468750000	n/a	3980	stimulus	n/a	n/a	standard
16.5507812500	n/a	4237	stimulus	n/a	n/a	standard
17.5429687500	n/a	4491	stimulus	410	n/a	oddball_with_reponse
17.9531250000	n/a	4596	response	n/a	n/a	response
18.5468750000	n/a	4748	stimulus	n/a	n/a	standard
19.5781250000	n/a	5012	stimulus	367	n/a	oddball_with_reponse
19.9453125000	n/a	5106	response	n/a	n/a	response
20.5937500000	n/a	5272	stimulus	n/a	n/a	standard
21.6210937500	n/a	5535	stimulus	n/a	n/a	standard
22.5976562500	n/a	5785	stimulus	n/a	n/a	standard
23.6054687500	n/a	6043	stimulus	n/a	n/a	noise
24.5781250000	n/a	6292	stimulus	n/a	n/a	standard
25.6054687500	n/a	6555	stimulus	n/a	n/a	standard
26.5898437500	n/a	6807	stimulus	n/a	n/a	noise
27.5781250000	n/a	7060	stimulus	n/a	n/a	standard
28.6210937500	n/a	7327	stimulus	n/a	n/a	noise
29.6562500000	n/a	7592	stimulus	n/a	n/a	standard
30.6562500000	n/a	7848	stimulus	n/a	n/a	standard
31.6210937500	n/a	8095	stimulus	n/a	n/a	standard
32.6289062500	n/a	8353	stimulus	359	n/a	oddball_with_reponse
32.9882812500	n/a	8445	response	n/a	n/a	response
33.6406250000	n/a	8612	stimulus	n/a	n/a	standard
34.6523437500	n/a	8871	stimulus	n/a	n/a	standard
35.6250000000	n/a	9120	stimulus	n/a	n/a	standard
36.6367187500	n/a	9379	stimulus	n/a	n/a	standard
37.6679687500	n/a	9643	stimulus	332	n/a	oddball_with_reponse
38.0000000000	n/a	9728	response	n/a	n/a	response
38.6210937500	n/a	9887	stimulus	n/a	n/a	standard
39.6562500000	n/a	10152	stimulus	n/a	n/a	standard
40.6406250000	n/a	10404	stimulus	320	n/a	oddball_with_reponse
40.9609375000	n/a	10486	response	n/a	n/a	response
